is_male,is_loyal_customer,age,is_business_travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes
1,1,23,1,Business,946,1,1,1,1,4,4,4,4,1,1,4,4,3,4,2,0.0
1,1,62,0,Eco,744,3,3,3,5,4,3,1,4,2,3,3,3,3,4,12,3.0
0,1,44,0,Eco,302,2,5,2,2,3,4,4,1,1,2,1,4,1,4,15,2.0
0,1,32,0,Eco,86,4,4,4,4,5,4,5,5,1,1,1,4,3,5,9,5.0
1,1,18,1,Business,2073,1,1,1,1,4,4,4,4,5,5,5,4,5,4,0,0.0
1,1,43,1,Business,3007,1,1,1,1,2,4,4,5,5,4,5,5,5,5,1,4.0
0,1,30,1,Eco,1744,3,4,4,4,3,3,3,3,3,1,4,1,3,3,19,17.0
0,0,28,1,Business,1096,2,2,2,3,2,2,2,2,5,2,5,5,5,2,15,0.0
1,1,34,0,Eco Plus,604,5,5,5,2,3,5,2,3,3,3,4,3,4,3,0,0.0
0,0,17,1,Eco,1072,5,5,5,4,4,5,4,4,3,4,5,3,4,4,0,0.0
1,1,41,0,Eco,679,2,4,2,3,1,2,1,1,3,2,4,4,4,1,5,12.0
0,1,68,0,Business,2402,1,4,1,4,3,5,4,3,3,1,2,4,3,4,25,0.0
0,1,40,1,Business,135,3,3,3,3,2,5,5,4,4,4,5,3,4,4,0,45.0
1,1,54,0,Business,2519,3,3,3,3,3,4,4,1,1,3,1,3,1,4,0,0.0
1,1,14,0,Eco,1999,5,4,5,2,2,4,2,2,1,2,5,4,2,2,0,0.0
1,1,54,1,Business,3569,1,1,1,1,4,4,4,4,4,5,4,3,4,3,9,0.0
1,1,58,1,Business,2286,3,1,1,1,4,3,3,3,3,3,3,4,3,1,36,25.0
1,1,33,1,Eco,337,5,1,1,1,5,4,5,5,3,1,3,1,4,5,0,0.0
1,1,50,1,Business,3144,2,2,2,2,3,5,4,4,4,4,4,5,4,4,31,18.0
1,1,28,0,Eco,694,1,5,1,3,4,1,4,4,4,4,4,4,5,4,0,0.0
0,1,17,0,Eco,985,2,5,2,5,5,2,5,5,4,4,5,4,5,5,7,8.0
1,1,45,1,Eco,306,5,4,4,4,5,5,5,5,1,5,2,1,2,5,1,0.0
0,1,33,1,Business,2328,1,1,1,1,4,4,4,4,4,4,4,5,4,4,0,0.0
1,1,41,1,Eco,591,5,4,4,4,5,5,5,5,2,3,2,2,4,5,1,2.0
1,1,40,1,Business,2422,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0.0
1,1,11,1,Eco Plus,861,3,1,2,1,3,4,3,3,3,1,1,2,2,3,0,0.0
1,1,51,1,Eco,529,2,4,4,4,2,2,2,4,1,5,4,2,5,2,139,146.0
1,1,23,1,Eco,2399,4,4,4,4,4,4,5,4,3,2,3,4,3,4,0,5.0
0,1,46,1,Business,2454,3,3,3,3,5,3,5,4,4,4,4,3,4,4,2,0.0
1,1,60,0,Eco,1660,3,3,4,3,2,4,2,2,2,1,3,1,3,2,0,0.0
0,0,21,1,Business,448,5,0,5,5,2,5,3,2,3,4,4,4,5,2,0,0.0
0,1,20,0,Eco,462,5,2,5,3,4,5,4,4,2,4,3,1,4,4,0,0.0
0,0,24,1,Eco,1195,3,3,3,4,1,3,1,1,3,4,4,1,3,1,10,0.0
0,1,29,1,Business,3802,2,2,2,2,4,4,4,4,4,2,5,5,5,4,0,0.0
1,1,45,1,Business,954,3,3,4,3,2,3,3,3,3,3,3,4,3,3,0,12.0
1,0,15,1,Eco,208,3,3,3,4,2,3,2,2,1,5,4,2,3,2,0,0.0
0,1,35,1,Business,2102,0,0,0,3,1,4,4,5,5,5,5,3,5,2,0,33.0
0,1,19,0,Eco,312,4,2,4,3,2,4,2,2,1,3,3,3,4,2,16,10.0
1,1,46,1,Business,945,4,4,4,4,2,1,2,4,4,4,4,3,4,4,0,0.0
1,1,67,0,Eco Plus,919,1,2,1,3,3,1,4,3,2,3,3,2,4,3,0,0.0
1,1,39,1,Business,3143,3,3,3,3,2,1,1,4,4,4,5,4,4,4,43,37.0
1,1,35,0,Eco Plus,312,3,4,3,3,1,3,1,1,5,3,5,4,4,1,0,0.0
0,0,48,1,Eco,817,1,1,1,2,2,1,4,2,1,5,5,3,5,2,5,4.0
1,1,56,1,Business,683,5,5,5,5,2,4,5,3,3,3,3,5,3,5,0,0.0
1,1,51,0,Eco,1172,1,2,1,3,4,1,4,4,1,2,3,2,3,4,13,2.0
1,1,9,0,Eco,89,2,5,2,3,4,2,4,4,3,5,4,4,4,4,0,0.0
0,1,23,1,Business,1605,3,2,2,2,3,3,3,3,2,3,4,3,3,3,0,9.0
0,0,48,1,Business,295,4,4,4,2,2,4,2,2,4,2,4,4,4,2,0,0.0
0,1,39,1,Business,216,3,3,3,3,5,4,5,4,4,4,4,3,4,4,0,0.0
0,1,13,1,Business,3313,2,1,1,1,2,2,2,2,1,2,3,1,3,2,22,30.0
1,1,64,1,Eco,680,2,1,4,4,2,2,2,2,1,3,3,3,3,2,0,4.0
0,0,18,1,Eco,309,3,3,3,3,2,3,2,2,2,1,4,4,3,2,48,63.0
0,0,45,1,Eco,616,2,4,2,4,2,2,2,2,1,4,3,4,4,2,0,0.0
0,0,17,1,Eco,528,4,0,4,3,1,4,1,1,1,2,3,4,3,1,0,0.0
0,1,56,0,Eco,599,1,3,1,4,1,2,3,4,4,1,4,5,4,4,0,0.0
1,1,43,1,Business,594,4,4,4,4,2,5,5,4,4,4,4,4,4,3,0,0.0
0,0,62,1,Business,1464,4,4,4,4,5,4,5,5,4,4,5,4,5,5,0,2.0
1,1,37,1,Eco,376,5,4,2,4,5,5,5,5,3,1,4,5,1,5,0,0.0
1,1,59,0,Eco,581,4,4,4,1,4,4,4,4,3,3,5,4,4,4,0,0.0
1,1,41,0,Eco,834,5,1,5,1,5,5,5,5,4,4,1,3,1,5,0,0.0
1,1,44,0,Eco,669,3,5,3,3,4,3,5,4,5,5,4,3,4,4,0,0.0
1,1,51,0,Eco,937,2,5,2,1,1,2,1,1,3,5,4,4,5,1,27,4.0
1,0,25,1,Eco,537,4,1,4,3,5,4,5,5,1,4,4,4,4,5,0,0.0
1,1,46,1,Eco Plus,601,2,5,5,5,2,2,2,2,3,2,3,2,4,2,0,0.0
1,1,57,1,Business,731,5,5,4,5,5,5,4,5,5,5,5,4,5,5,0,0.0
1,1,25,1,Eco Plus,806,2,2,2,2,2,1,2,4,5,3,3,2,2,2,135,145.0
0,1,43,1,Business,1598,4,3,4,4,4,4,4,4,4,4,4,5,4,3,0,0.0
1,1,57,1,Business,328,2,2,2,2,5,4,4,5,5,5,5,5,5,4,0,0.0
0,0,20,1,Eco,861,2,2,2,3,2,4,4,2,4,2,2,4,4,4,131,108.0
0,1,14,0,Eco Plus,802,3,5,3,4,5,3,3,5,4,3,5,2,2,5,0,0.0
1,1,54,1,Business,2312,4,5,5,5,3,3,3,2,2,3,4,1,2,4,0,0.0
0,0,23,1,Eco,280,4,2,4,2,3,4,3,3,2,1,2,1,1,3,16,13.0
0,1,9,0,Eco,473,1,5,1,4,5,1,5,5,4,3,1,4,4,5,16,12.0
0,1,35,1,Business,1807,2,5,4,4,2,4,3,2,2,2,2,3,2,2,0,0.0
0,1,47,1,Business,2793,3,3,3,3,5,4,4,4,4,4,4,5,4,3,0,0.0
0,1,26,0,Business,1744,3,0,3,4,5,3,5,5,5,3,4,4,5,5,0,0.0
0,1,68,0,Eco,1250,3,2,3,2,4,3,2,4,4,3,4,2,4,2,0,29.0
0,1,55,0,Eco,457,0,4,0,1,5,5,5,3,3,0,3,3,3,5,0,0.0
0,1,60,1,Business,3617,4,5,5,5,1,3,3,4,4,4,4,3,4,2,20,36.0
0,1,40,1,Business,3051,1,1,1,1,1,4,2,4,4,4,4,2,4,1,31,61.0
0,1,39,0,Eco,253,2,3,2,1,1,2,1,1,2,4,4,1,1,1,0,34.0
0,1,39,1,Business,1960,2,2,5,2,5,5,4,5,5,5,5,5,5,3,43,30.0
0,1,69,0,Eco,762,3,3,3,4,3,4,4,2,2,3,2,2,2,2,0,0.0
0,1,46,1,Business,1504,4,4,4,4,1,1,3,4,4,4,4,2,4,5,0,0.0
1,1,38,1,Business,3499,2,2,2,2,4,4,4,5,5,5,5,5,5,3,20,10.0
1,1,48,0,Eco,472,2,5,1,2,4,1,4,4,5,5,3,3,1,4,0,8.0
0,1,41,1,Eco,467,3,1,5,5,3,3,3,3,1,5,2,1,2,3,0,27.0
0,1,36,1,Eco,302,5,5,5,5,5,5,5,5,5,5,2,4,3,5,0,0.0
0,1,66,0,Eco,337,3,5,3,4,3,1,1,2,2,3,2,4,2,4,0,18.0
1,1,37,0,Eco,475,1,2,1,4,4,1,2,4,2,3,4,4,3,4,0,0.0
1,0,39,1,Eco,84,2,4,2,1,4,2,4,4,1,3,4,2,4,4,0,0.0
0,0,22,1,Eco Plus,1739,2,0,2,1,5,2,1,5,4,1,4,4,4,5,6,0.0
0,1,14,0,Eco,373,3,4,3,2,1,3,2,1,4,3,3,2,5,1,0,0.0
1,1,56,0,Eco,744,2,5,1,4,4,1,4,4,4,3,4,5,4,4,3,0.0
1,0,22,1,Eco Plus,143,4,1,3,4,3,3,3,3,4,2,3,3,4,3,0,0.0
0,1,47,1,Eco,416,2,1,3,3,1,4,3,2,2,2,2,3,2,1,8,11.0
0,1,51,1,Business,3559,0,0,0,2,3,4,5,4,4,4,4,3,4,5,12,17.0
0,1,35,1,Business,2128,2,2,2,2,1,5,1,4,4,4,4,5,4,4,0,0.0
1,1,43,1,Business,2973,5,5,5,5,4,4,5,5,5,5,5,5,5,5,0,1.0
1,1,27,1,Business,3318,2,1,5,1,2,3,2,2,4,2,3,3,3,2,0,0.0
0,1,56,1,Business,533,3,3,3,3,4,4,4,4,4,4,4,4,4,5,43,46.0
0,1,29,1,Business,867,4,4,4,4,3,4,3,3,3,5,2,4,3,3,0,0.0
1,1,51,1,Business,3563,2,2,2,2,2,3,4,2,2,2,2,3,2,1,0,19.0
1,1,36,1,Eco,1177,5,5,5,5,5,5,5,1,2,3,4,5,5,5,0,0.0
0,1,67,0,Eco,888,3,3,3,1,3,3,1,5,5,3,3,2,5,2,0,0.0
0,1,41,1,Business,669,2,2,2,2,5,5,5,5,5,5,5,5,5,4,4,0.0
0,1,26,1,Business,1598,2,2,2,2,3,2,3,3,1,3,5,3,2,3,0,42.0
1,1,37,0,Eco,502,2,4,2,3,5,2,5,5,3,4,4,4,4,5,0,0.0
1,1,66,1,Eco,1192,1,3,3,3,1,1,1,1,3,2,4,2,3,1,0,0.0
1,1,33,0,Eco,125,2,1,2,2,2,2,2,2,4,3,2,2,2,2,6,0.0
0,0,30,1,Business,874,4,4,4,3,3,4,3,3,5,3,4,4,4,3,0,0.0
1,0,24,1,Eco,1028,2,2,2,4,3,2,3,3,2,2,3,4,3,3,7,3.0
1,1,50,1,Business,1428,3,1,1,1,2,3,3,3,3,3,3,3,3,1,0,0.0
1,1,58,0,Eco,1185,3,4,3,3,2,3,2,2,4,2,3,2,3,2,13,0.0
0,1,23,1,Business,577,1,1,1,1,3,3,3,3,5,5,3,4,5,3,6,0.0
1,1,25,1,Business,1166,1,5,5,5,1,2,1,1,4,1,3,3,3,1,0,0.0
1,1,50,1,Business,2586,4,4,4,4,4,4,5,4,4,4,4,5,4,5,0,0.0
0,1,45,1,Business,2842,1,1,1,1,5,4,5,4,4,4,4,5,4,5,0,0.0
1,0,22,1,Business,715,5,0,5,4,5,5,5,5,3,2,4,5,5,5,12,12.0
0,1,37,0,Eco,125,3,2,3,3,2,3,2,2,3,3,3,4,3,2,6,4.0
0,1,24,0,Eco,325,3,2,3,3,1,3,1,1,3,5,4,4,3,1,0,0.0
0,1,52,1,Business,368,5,5,5,5,5,5,5,4,4,4,4,3,4,3,0,2.0
0,1,35,1,Eco,570,2,2,2,2,2,2,2,2,1,3,4,3,4,2,2,0.0
0,0,16,1,Eco,621,5,2,5,2,4,5,4,4,5,3,4,5,5,4,0,13.0
0,1,50,1,Business,1622,4,4,4,4,3,4,5,5,5,5,5,3,5,5,6,13.0
1,1,51,1,Business,2258,2,2,2,2,3,4,5,5,5,5,5,4,5,4,20,11.0
0,1,40,1,Business,3829,5,5,5,5,4,5,4,4,4,5,4,5,4,4,14,0.0
0,1,52,1,Business,236,0,0,0,3,4,5,3,5,5,1,1,4,5,1,6,7.0
1,1,11,0,Eco,1197,3,4,3,3,4,3,4,4,5,5,3,4,4,4,1,0.0
1,0,26,1,Business,495,5,5,5,3,2,5,3,2,3,4,4,4,4,2,0,0.0
1,1,46,0,Eco,631,1,4,1,4,3,1,4,3,4,5,5,4,4,3,14,55.0
0,1,17,1,Eco Plus,402,3,5,5,5,3,3,3,3,2,3,3,2,3,3,17,13.0
0,1,57,1,Eco,261,5,4,4,4,1,4,4,5,5,5,5,4,5,5,0,0.0
1,1,51,0,Eco Plus,230,3,5,3,1,2,3,2,2,4,3,4,4,5,2,0,12.0
1,1,50,0,Eco Plus,1979,3,3,3,2,5,3,5,5,5,1,5,4,1,5,4,2.0
0,1,38,1,Business,3560,5,5,5,5,3,5,5,5,5,4,5,4,5,3,1,12.0
1,1,16,0,Eco,570,4,4,4,3,1,4,1,1,5,5,4,4,5,1,4,0.0
1,1,23,1,Business,280,3,4,4,4,3,3,3,3,3,4,1,2,2,3,0,0.0
0,1,49,1,Business,453,1,1,1,1,2,5,4,2,2,2,2,3,2,4,0,0.0
0,1,32,1,Eco,174,5,4,5,4,5,5,5,5,1,1,2,2,2,5,0,0.0
1,1,29,0,Business,224,2,4,2,3,3,2,3,3,4,4,5,5,4,3,3,0.0
1,0,23,1,Eco,1428,2,2,2,2,2,2,2,2,4,3,5,3,4,2,0,7.0
0,1,62,1,Business,1695,2,2,2,2,2,5,4,5,5,5,5,5,5,3,119,126.0
1,1,34,0,Eco,363,4,4,2,1,4,2,4,4,4,5,4,5,5,4,0,0.0
0,1,60,0,Eco,226,4,4,4,1,3,5,4,2,2,4,2,4,2,4,0,0.0
1,1,45,1,Business,3095,2,2,2,2,5,4,5,4,4,4,4,5,4,5,20,13.0
1,0,60,1,Business,1144,1,1,1,3,3,1,3,3,4,1,2,4,2,3,73,81.0
1,1,44,0,Eco,819,3,0,3,2,3,3,3,3,3,3,5,5,5,3,28,22.0
1,1,51,1,Business,1562,2,2,1,2,5,4,5,4,4,4,4,4,4,5,17,2.0
0,1,67,1,Eco Plus,590,2,4,3,3,5,4,4,2,2,2,2,4,2,3,21,11.0
0,1,25,1,Business,992,3,4,4,4,3,3,3,3,1,2,3,1,4,3,86,72.0
1,0,25,1,Business,361,5,0,4,5,1,4,1,1,4,5,4,3,5,1,7,8.0
1,1,60,1,Business,3935,3,3,3,3,4,1,5,4,4,4,4,4,4,3,0,0.0
0,1,12,0,Eco,447,2,4,2,3,3,2,3,3,4,3,3,1,3,3,0,0.0
1,0,23,1,Business,903,5,0,5,4,2,5,1,2,3,2,4,4,4,2,47,47.0
0,0,26,1,Eco,236,4,1,4,3,3,4,4,3,2,5,3,4,3,3,0,0.0
1,1,55,1,Business,321,0,0,0,4,5,5,5,5,5,5,5,4,5,4,25,25.0
0,1,41,1,Business,3528,5,5,5,5,3,4,5,4,4,4,4,3,4,5,0,0.0
1,0,20,1,Eco,140,3,2,3,4,3,3,4,3,4,2,3,1,4,3,0,0.0
0,1,38,0,Eco,622,3,4,3,4,2,3,2,2,2,2,3,3,3,2,0,0.0
0,1,46,1,Business,2031,3,3,3,3,3,5,5,4,4,4,4,3,4,3,0,0.0
1,0,26,1,Business,829,4,4,4,5,5,4,5,5,5,2,5,3,5,5,0,0.0
1,1,52,1,Business,2007,5,5,5,5,2,5,4,4,4,4,4,3,4,5,0,15.0
1,1,70,0,Eco,1303,2,5,2,2,3,2,5,3,1,1,4,1,5,3,5,0.0
1,1,56,1,Eco,337,1,4,4,4,1,1,1,1,2,3,3,4,3,1,63,55.0
0,0,27,1,Eco,311,3,1,3,3,1,3,1,1,4,5,3,3,4,1,29,16.0
1,1,49,1,Business,3360,2,1,1,1,1,4,3,2,2,2,2,2,2,4,0,0.0
0,1,53,0,Eco,257,4,2,0,4,4,3,4,4,4,0,5,1,4,1,24,34.0
1,1,54,0,Eco Plus,522,2,5,2,3,2,2,2,2,4,4,4,3,5,2,38,52.0
1,1,41,0,Eco,1024,4,5,4,4,5,4,5,5,3,1,2,2,2,5,0,0.0
0,1,14,0,Eco,1399,1,3,1,4,4,1,4,4,3,1,3,1,5,4,8,12.0
0,1,32,0,Eco,493,1,1,3,2,2,3,2,2,4,3,2,4,2,2,0,0.0
0,1,40,1,Business,2134,2,2,2,2,1,4,4,4,4,4,4,5,4,2,0,0.0
0,1,30,1,Business,541,2,2,2,2,2,2,2,2,4,4,4,4,4,2,0,12.0
0,1,21,1,Business,1390,3,3,3,3,5,5,5,5,5,2,4,5,5,5,9,0.0
0,1,68,0,Eco,529,2,4,2,2,5,5,4,3,3,2,3,2,3,5,0,0.0
1,0,26,1,Eco,370,2,3,2,5,5,2,5,5,3,3,5,3,3,5,0,0.0
0,1,37,1,Eco,255,2,5,5,5,2,2,2,2,3,2,3,3,3,2,0,0.0
0,1,48,0,Eco,328,3,3,3,4,3,4,3,3,3,3,3,4,3,3,0,0.0
0,1,17,1,Business,369,3,2,2,2,3,3,3,3,3,1,4,2,4,3,63,68.0
0,1,29,0,Eco,122,3,2,3,2,3,3,2,3,1,1,3,2,2,3,0,0.0
0,1,64,1,Business,3961,1,1,4,1,3,4,5,4,4,5,4,3,4,3,23,18.0
0,1,55,0,Eco,641,4,4,4,1,4,5,5,1,1,4,1,5,1,5,0,0.0
1,1,39,1,Business,296,3,3,3,3,4,4,4,4,3,5,5,4,5,4,143,224.0
0,0,39,1,Business,515,3,3,3,3,2,3,1,2,5,2,4,3,4,2,0,0.0
1,1,55,1,Business,239,5,5,5,5,5,4,5,5,5,5,5,3,5,5,0,10.0
1,1,47,1,Business,308,3,3,3,3,3,4,4,4,4,4,4,4,4,3,0,0.0
1,1,69,0,Eco,1547,1,5,1,4,3,1,5,3,3,2,4,4,4,3,122,111.0
1,1,33,0,Business,213,4,1,4,5,4,4,4,4,5,3,4,3,4,4,10,15.0
1,1,57,0,Eco,272,3,0,3,1,4,3,4,4,1,3,3,4,1,4,0,0.0
1,1,28,1,Business,1205,3,3,3,3,4,4,4,4,3,4,4,5,5,4,0,0.0
0,1,42,1,Eco,563,4,1,1,1,2,3,1,4,4,4,4,5,4,3,3,0.0
1,1,50,1,Business,2851,1,1,1,1,3,4,4,5,5,5,5,4,5,3,5,0.0
0,1,52,0,Eco,337,4,5,4,1,5,5,5,2,2,4,5,3,2,4,6,0.0
1,1,8,0,Eco,364,3,4,3,4,5,3,2,5,2,1,3,4,4,5,0,0.0
1,1,53,1,Business,2329,4,4,4,4,2,5,4,5,5,5,5,3,5,3,0,0.0
1,0,37,1,Eco,414,3,1,3,4,5,3,5,5,3,3,4,1,4,5,0,0.0
1,0,25,1,Eco,1264,3,3,3,1,3,4,4,2,4,4,5,4,1,4,0,4.0
1,1,25,1,Business,2176,1,1,1,1,4,5,4,4,5,4,5,4,4,4,0,0.0
1,1,36,1,Business,2452,3,3,3,3,4,5,4,4,4,4,4,4,4,5,0,0.0
0,1,54,1,Business,1592,2,2,2,2,5,5,5,4,3,4,5,5,3,5,126,173.0
1,1,63,0,Eco,515,1,4,1,3,5,1,5,5,4,5,3,1,5,5,0,2.0
1,1,33,1,Business,2532,5,5,3,5,5,5,5,5,4,2,4,5,4,5,21,8.0
1,0,25,1,Business,250,4,2,4,4,2,4,5,2,4,2,4,3,4,2,0,0.0
1,1,41,1,Business,3982,4,4,4,4,2,2,1,4,4,4,4,4,4,3,14,31.0
0,1,21,0,Eco,531,2,1,2,2,5,2,5,5,4,2,3,4,3,5,0,0.0
0,1,39,1,Business,3145,3,3,3,3,5,2,1,4,4,4,4,2,4,2,1,0.0
1,1,49,1,Business,581,2,2,2,2,4,4,4,4,4,4,4,5,4,3,0,3.0
1,1,34,1,Business,1771,4,4,5,4,5,3,2,3,3,4,3,4,3,1,5,24.0
1,0,36,1,Business,472,3,2,2,2,1,2,1,1,4,5,5,5,4,1,0,0.0
0,1,40,1,Business,473,3,3,3,3,3,4,4,4,4,4,4,5,4,3,0,0.0
1,1,35,1,Business,3454,4,4,4,4,2,1,3,5,5,5,5,3,5,2,0,0.0
1,1,29,0,Eco,762,2,5,2,4,4,2,4,4,3,4,4,4,5,4,6,0.0
1,1,28,1,Business,3326,2,2,4,2,4,4,4,4,2,2,3,3,5,4,0,0.0
0,1,40,1,Eco,1428,3,3,3,3,3,3,3,3,3,1,2,1,4,3,0,0.0
0,0,15,1,Eco,312,3,4,3,3,5,3,5,5,4,3,4,4,4,5,75,87.0
1,1,36,0,Eco,599,3,4,3,4,3,3,3,3,4,2,1,4,5,3,0,8.0
0,1,40,0,Eco,599,2,5,3,5,5,3,1,5,4,3,4,5,2,5,26,18.0
0,1,26,1,Business,1121,3,3,3,3,4,4,4,4,4,4,5,5,4,4,2,0.0
0,1,39,1,Business,3115,2,2,2,2,3,5,5,2,2,2,2,5,2,3,0,0.0
1,1,46,1,Eco Plus,1487,2,2,2,2,2,2,2,2,4,1,3,2,3,2,0,0.0
0,1,39,1,Business,2140,2,5,2,2,3,4,4,5,5,5,5,3,5,4,0,0.0
1,1,36,1,Business,589,5,5,1,5,2,3,3,4,4,4,3,3,4,3,142,145.0
1,1,31,0,Eco,867,1,5,1,3,4,1,4,4,4,4,4,5,4,4,0,6.0
0,0,17,1,Eco,1276,3,3,3,3,2,3,2,2,1,2,4,4,4,2,0,0.0
0,1,49,0,Eco,300,2,5,5,3,1,3,1,5,5,5,5,4,5,4,8,0.0
1,1,63,1,Eco,414,4,2,5,5,4,4,4,4,3,3,3,1,3,4,0,0.0
0,1,51,1,Eco,328,3,2,4,4,1,4,4,3,3,3,3,3,3,2,0,0.0
1,1,39,1,Business,1634,5,5,5,5,4,5,4,4,4,4,4,3,4,5,0,0.0
0,0,25,1,Business,594,2,4,2,4,5,2,5,5,5,2,5,4,4,5,0,0.0
1,1,29,0,Eco,1303,3,1,3,3,2,3,2,2,3,1,2,4,3,2,0,5.0
1,1,48,1,Business,2001,3,3,3,3,3,4,4,2,2,2,2,4,2,4,2,0.0
0,0,36,1,Business,325,4,5,5,4,1,5,1,1,4,3,4,4,5,1,1,2.0
1,1,37,1,Business,2069,3,3,3,3,3,5,4,5,5,5,4,2,5,1,0,0.0
1,1,48,1,Eco,89,3,5,5,5,3,3,3,3,2,5,4,3,3,3,0,0.0
1,0,55,1,Eco,374,4,4,4,2,2,4,2,2,5,1,3,2,5,2,0,10.0
1,0,24,1,Eco,284,4,2,4,3,2,4,2,2,4,5,3,2,4,2,102,113.0
0,1,63,0,Business,2688,1,5,1,2,1,3,3,5,1,4,5,3,4,3,0,20.0
0,0,26,1,Eco,834,2,2,2,1,5,2,5,5,2,3,1,1,2,5,0,0.0
1,1,50,1,Business,2644,2,5,5,5,2,4,3,2,2,2,2,3,2,3,9,0.0
1,1,15,0,Eco,624,5,1,5,4,2,5,2,2,3,3,4,4,3,2,0,0.0
1,1,16,0,Eco,89,2,5,2,5,5,2,5,5,5,2,4,4,5,5,0,0.0
0,1,56,1,Business,2353,5,5,5,5,4,5,4,4,4,5,4,3,4,4,6,9.0
1,1,11,0,Eco,177,2,1,2,1,5,2,5,5,2,1,1,1,1,5,0,0.0
0,1,57,1,Business,273,4,4,4,4,4,4,3,4,4,3,4,1,4,2,41,52.0
0,1,22,1,Eco,1589,4,2,2,2,4,4,1,4,1,5,2,1,2,4,97,97.0
0,1,18,0,Eco,216,2,2,2,4,5,2,5,5,2,5,2,1,4,5,0,0.0
0,1,55,1,Business,1939,0,0,0,1,3,4,4,3,3,3,3,3,3,5,34,37.0
0,1,37,1,Business,2788,3,3,3,3,2,1,3,5,5,5,5,4,5,3,37,50.0
0,1,14,0,Eco,1205,3,1,3,4,4,3,4,4,4,1,3,2,3,4,5,0.0
0,1,34,1,Business,315,5,5,5,5,2,5,1,5,5,5,5,1,5,5,39,26.0
0,0,30,1,Eco,634,3,2,3,3,3,4,4,4,5,3,4,4,2,4,141,150.0
1,1,32,0,Eco,459,1,4,1,3,4,1,4,4,2,5,1,4,4,4,0,0.0
1,1,72,1,Eco,237,4,2,3,3,4,4,4,4,3,3,3,1,4,4,0,0.0
1,1,37,1,Eco,397,5,3,3,3,5,5,5,5,3,2,4,4,2,5,0,2.0
1,1,28,0,Business,1183,4,2,4,3,2,4,2,2,1,4,2,2,3,2,31,28.0
1,1,43,0,Eco Plus,153,2,5,2,3,4,2,4,4,5,4,5,4,5,4,19,14.0
1,0,20,1,Eco,692,2,2,2,3,5,2,5,5,5,3,5,3,4,5,0,0.0
1,1,57,0,Eco Plus,888,3,3,3,3,4,3,1,4,4,3,4,1,4,4,0,0.0
1,1,39,1,Business,2126,3,3,3,3,2,2,4,5,5,5,5,3,5,3,1,0.0
1,0,20,1,Eco,912,2,3,3,4,5,3,5,5,2,3,3,2,4,5,0,0.0
0,1,43,0,Eco,302,1,5,1,4,2,4,4,1,1,1,5,3,1,5,0,9.0
0,1,24,0,Eco,479,3,5,3,5,2,3,2,2,5,5,3,1,4,2,0,0.0
1,1,43,1,Business,3351,5,5,3,5,5,4,5,4,4,4,4,5,4,5,14,24.0
0,1,37,0,Eco,2521,3,4,3,2,3,5,5,4,4,3,5,5,3,5,7,37.0
1,0,25,1,Eco,1013,2,2,2,4,4,2,4,4,1,2,4,3,4,4,35,5.0
1,1,31,1,Business,2556,3,3,3,3,5,5,5,5,5,2,5,3,5,5,0,0.0
0,1,31,1,Business,1119,3,3,3,3,5,5,5,5,3,2,4,5,4,5,19,16.0
1,1,47,0,Eco,280,2,5,2,5,3,2,3,3,4,4,4,5,4,3,0,0.0
1,1,32,1,Business,3921,0,0,0,4,5,5,5,5,1,3,5,5,4,5,3,0.0
0,0,47,1,Eco,723,5,5,5,3,5,5,5,5,3,2,2,5,4,5,0,0.0
0,0,44,1,Eco,95,1,1,1,3,5,1,5,5,4,5,4,4,3,5,0,0.0
1,1,47,1,Eco,1035,4,2,2,2,4,4,4,4,4,3,3,2,5,4,0,0.0
1,1,8,1,Business,2859,2,1,1,1,2,2,2,2,2,2,4,3,3,2,4,12.0
0,1,24,1,Eco Plus,913,5,1,1,1,5,5,3,5,3,5,1,5,1,5,0,0.0
1,1,38,1,Business,1506,1,2,2,2,3,3,4,1,1,2,1,1,1,4,16,8.0
1,0,15,1,Eco,946,4,4,4,3,5,4,5,5,3,2,4,5,5,5,0,0.0
1,1,19,0,Eco,403,1,4,1,3,3,1,3,3,4,4,4,5,4,3,0,8.0
1,1,20,0,Eco,825,1,5,1,4,1,1,1,1,3,5,5,4,4,1,0,0.0
1,0,26,1,Eco,173,0,0,0,5,4,0,4,4,2,4,3,3,4,4,0,0.0
1,1,28,0,Eco,501,2,4,2,1,2,2,1,2,4,2,4,5,5,2,0,0.0
0,1,35,1,Business,1931,1,1,1,1,4,2,1,4,4,5,4,4,4,1,0,0.0
1,1,47,1,Eco Plus,528,4,2,4,2,4,4,4,4,2,4,3,3,3,4,0,6.0
0,1,39,1,Business,3753,3,3,4,3,2,5,5,5,5,5,5,3,5,3,0,0.0
0,1,40,1,Business,696,3,3,3,3,2,5,5,4,4,4,4,5,4,3,1,0.0
1,1,19,0,Eco,302,2,5,2,2,1,2,1,1,5,2,4,4,4,1,0,0.0
0,1,69,1,Business,239,3,3,3,3,5,4,5,5,5,5,5,3,5,5,27,27.0
1,1,17,0,Eco,1262,5,5,5,4,3,5,3,3,4,2,3,3,4,3,0,0.0
