is_male,is_loyal_customer,age,is_business_travel,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,class = Business,class = Eco,class = Eco Plus
0,1,46,1,1728,3,3,1,3,4,4,4,2,2,2,2,5,2,5,8,9.0,1,0,0
1,0,44,1,265,4,4,4,4,4,4,4,4,1,2,5,5,1,4,24,59.0,1,0,0
0,1,30,0,507,3,4,2,3,1,2,1,1,1,1,1,1,4,1,0,1.0,0,1,0
0,1,47,1,711,1,5,5,5,1,3,3,1,1,1,1,4,1,3,0,0.0,0,1,0
0,1,49,0,2248,3,5,2,2,5,3,4,1,1,2,1,3,1,5,12,0.0,0,1,0
0,0,27,1,127,3,3,3,3,3,3,3,3,4,2,3,3,3,3,0,0.0,0,1,0
1,0,37,1,184,4,4,4,4,1,4,1,1,5,2,4,3,5,1,23,41.0,1,0,0
1,1,44,0,351,1,4,1,1,1,1,1,1,4,3,4,4,4,1,0,0.0,0,1,0
1,0,38,1,467,3,0,3,2,1,3,1,1,3,4,5,5,4,1,0,4.0,0,1,0
0,0,14,1,872,1,1,1,4,3,1,3,3,2,5,4,2,4,3,61,33.0,0,1,0
1,1,53,1,3286,2,2,3,2,1,4,2,4,4,4,4,3,4,2,34,22.0,1,0,0
1,1,47,1,255,0,0,0,4,2,4,5,1,1,1,1,5,1,5,36,27.0,1,0,0
1,1,52,1,2861,4,4,4,4,4,4,5,3,3,3,3,4,3,5,0,0.0,1,0,0
0,1,51,1,3731,2,4,4,4,2,3,3,2,2,2,2,3,2,3,29,35.0,1,0,0
0,0,21,1,861,3,3,3,3,3,3,2,3,1,1,3,4,3,3,100,108.0,0,1,0
0,0,20,1,449,1,1,1,4,1,1,1,1,1,3,4,3,4,1,2,9.0,1,0,0
0,0,21,1,1183,1,1,1,3,2,1,2,2,4,5,2,4,2,2,0,0.0,0,1,0
1,1,28,0,280,1,5,1,4,1,1,1,1,3,4,5,5,5,1,0,0.0,0,1,0
1,1,15,0,1506,1,4,1,5,1,1,1,1,4,4,4,4,4,1,36,44.0,0,1,0
0,0,27,1,719,1,1,1,3,2,1,2,2,3,2,4,2,3,2,61,46.0,0,0,1
0,1,33,1,2760,2,4,4,4,2,4,4,2,2,2,2,1,2,1,0,0.0,1,0,0
0,1,26,1,1121,1,1,1,1,4,4,4,4,3,4,4,5,5,4,0,0.0,1,0,0
1,1,36,1,702,3,3,3,3,5,2,1,5,5,5,5,3,5,3,0,0.0,1,0,0
0,1,56,0,646,2,4,2,4,1,2,1,3,3,2,5,3,3,3,6,24.0,0,1,0
0,1,24,1,707,1,3,3,3,1,1,2,1,1,3,3,2,2,1,0,0.0,0,0,1
0,1,52,1,1197,3,5,5,5,2,3,3,4,4,3,4,4,4,1,6,12.0,0,0,1
1,1,50,1,3170,1,1,1,1,4,4,5,5,5,5,5,5,5,4,0,0.0,1,0,0
0,1,29,0,2400,2,4,2,3,2,2,3,2,5,2,3,3,5,2,1,0.0,0,1,0
0,1,30,1,3720,2,1,1,1,2,3,2,2,2,4,3,3,4,2,27,12.0,1,0,0
1,1,46,1,1035,4,4,4,4,5,5,5,4,4,4,4,3,4,5,0,0.0,1,0,0
1,1,47,1,2349,4,3,3,3,5,4,5,5,5,1,3,5,4,5,0,0.0,0,1,0
1,1,28,1,3410,1,2,2,2,1,1,1,1,4,2,3,1,3,1,0,3.0,1,0,0
0,0,35,1,577,1,1,1,3,1,1,1,1,4,5,4,1,3,1,0,0.0,0,1,0
1,1,39,1,2244,3,2,2,2,2,4,3,3,3,3,3,4,3,2,0,0.0,1,0,0
0,0,40,1,925,4,4,4,1,5,4,5,5,5,3,4,4,4,5,0,0.0,1,0,0
1,1,55,1,3381,5,5,5,5,3,4,4,5,5,5,5,5,5,5,0,6.0,1,0,0
1,1,55,1,2132,4,4,4,4,2,5,5,5,5,5,5,4,5,3,3,0.0,1,0,0
0,1,57,1,106,4,2,2,2,4,5,1,4,4,4,4,5,4,5,0,0.0,0,1,0
1,1,47,1,861,2,2,2,2,3,4,5,3,3,4,3,5,3,3,13,15.0,1,0,0
1,0,26,1,89,4,3,4,4,4,4,3,4,1,1,3,2,4,4,29,25.0,1,0,0
1,1,39,1,1970,1,1,1,1,3,3,5,5,5,5,5,3,5,5,82,82.0,1,0,0
1,1,41,0,599,2,0,3,2,3,3,3,3,2,1,3,1,2,3,0,10.0,0,1,0
1,1,58,1,1834,4,4,4,4,5,5,4,4,4,4,4,4,4,4,87,119.0,1,0,0
0,0,41,1,235,3,3,3,3,3,3,3,3,3,5,3,4,4,3,9,7.0,1,0,0
0,1,42,0,435,3,5,3,1,2,4,5,4,4,3,4,4,4,5,0,0.0,0,1,0
0,1,32,0,1069,4,3,3,5,2,3,2,2,4,5,4,1,4,2,101,81.0,0,0,1
0,1,49,0,2454,1,5,0,5,0,4,4,2,3,2,1,4,5,4,0,0.0,0,1,0
0,1,27,1,1129,5,5,5,5,5,5,5,5,3,5,4,5,5,5,0,0.0,1,0,0
0,0,38,1,407,1,1,1,3,4,1,4,4,5,2,4,4,4,4,78,74.0,1,0,0
0,1,11,0,326,4,2,4,2,5,4,1,5,2,5,2,4,3,5,0,0.0,0,1,0
0,1,77,1,2172,2,3,4,3,3,2,1,2,2,2,2,2,2,1,14,0.0,1,0,0
0,1,45,1,3178,3,3,3,3,5,3,4,3,3,4,3,1,3,5,0,0.0,1,0,0
1,1,47,0,1956,4,1,4,2,3,4,3,3,3,3,1,2,2,3,0,0.0,0,0,1
1,1,58,0,356,5,4,5,2,2,5,2,2,3,4,5,4,5,2,12,0.0,0,1,0
1,0,20,1,226,1,3,1,3,1,1,1,1,4,2,4,1,4,1,0,0.0,0,1,0
0,1,19,1,1096,2,4,4,4,2,2,1,2,3,4,1,1,2,2,11,35.0,0,0,1
1,0,24,1,329,1,5,1,5,3,1,3,3,5,2,2,5,1,3,15,0.0,0,1,0
1,1,41,1,2276,2,2,2,2,4,5,5,5,5,5,5,5,5,5,54,43.0,1,0,0
1,0,38,1,1087,3,3,3,3,2,3,2,2,2,3,2,2,3,2,0,0.0,1,0,0
1,1,43,1,196,4,2,2,2,4,4,4,4,3,1,2,3,1,4,0,3.0,0,1,0
0,1,42,0,2475,4,1,4,3,4,2,2,1,2,3,2,2,4,2,0,0.0,0,0,1
1,1,14,0,255,2,5,2,2,2,2,3,2,4,3,5,5,4,2,0,0.0,0,1,0
1,1,51,1,3182,5,1,5,5,3,5,5,5,5,4,5,3,5,4,5,22.0,1,0,0
0,1,22,0,562,3,2,3,4,4,3,4,4,3,1,4,1,3,4,35,26.0,0,1,0
0,1,46,0,2556,2,5,2,4,2,4,3,2,2,2,2,3,2,4,0,0.0,1,0,0
1,1,16,0,1050,2,4,2,5,1,2,1,1,3,3,5,5,5,1,0,0.0,0,1,0
1,1,45,1,1924,2,2,2,2,3,4,4,5,5,5,5,3,5,5,6,0.0,1,0,0
1,1,40,1,1639,5,5,5,5,5,5,4,4,4,4,4,3,4,4,5,14.0,1,0,0
1,1,57,1,907,2,2,2,2,2,5,4,4,4,4,4,5,4,5,1,0.0,1,0,0
0,1,65,0,1259,1,5,1,1,2,5,5,3,3,1,4,3,3,5,0,0.0,0,1,0
1,1,51,1,581,2,2,2,2,5,5,5,4,4,4,4,5,4,3,14,92.0,1,0,0
0,0,22,1,190,4,2,4,3,4,4,4,4,2,4,4,2,4,4,0,0.0,0,1,0
1,1,19,0,731,1,4,1,3,5,1,5,5,1,1,3,4,4,5,0,0.0,0,1,0
0,1,53,1,2778,4,4,4,4,3,5,4,4,4,5,4,3,4,3,8,7.0,1,0,0
1,1,70,0,67,3,5,3,2,1,3,1,1,3,3,4,5,5,1,0,0.0,0,1,0
0,1,58,1,3529,5,5,4,5,4,5,4,4,4,4,4,4,4,5,9,2.0,1,0,0
1,1,25,1,704,3,1,3,1,3,3,3,3,1,5,3,1,4,3,0,0.0,0,1,0
0,0,38,1,236,3,3,3,5,3,3,5,3,3,2,4,3,4,3,0,0.0,1,0,0
1,1,23,1,1205,3,3,3,3,3,3,3,3,4,2,4,3,4,3,0,0.0,1,0,0
0,1,30,1,109,0,3,0,4,4,5,5,4,2,4,4,1,5,4,0,0.0,1,0,0
1,1,57,1,421,4,5,5,5,4,4,4,4,1,3,5,2,3,4,51,42.0,0,1,0
1,1,59,0,1874,2,1,2,1,3,2,3,3,1,4,2,1,1,3,0,0.0,0,1,0
0,1,7,0,837,2,1,2,3,1,2,1,1,2,5,3,2,4,1,2,12.0,0,1,0
1,1,39,1,3729,0,4,1,1,3,5,4,4,4,4,4,4,4,3,0,0.0,1,0,0
1,1,11,0,602,1,5,1,1,5,1,5,5,3,5,4,3,5,5,0,3.0,0,1,0
0,1,35,1,1235,1,1,1,1,4,5,5,4,4,4,4,3,4,3,2,16.0,1,0,0
0,1,46,0,436,3,5,3,3,4,5,5,3,3,3,3,4,3,4,0,0.0,0,1,0
1,1,25,1,2239,2,2,2,2,5,5,5,5,5,2,3,1,5,5,0,0.0,1,0,0
1,1,37,0,1589,1,3,1,3,3,1,3,3,3,2,2,3,3,3,0,0.0,0,1,0
1,0,35,1,2586,3,3,3,1,3,5,5,5,3,5,4,5,3,5,79,54.0,1,0,0
1,1,17,0,838,3,4,3,3,4,3,4,4,5,3,5,5,5,4,0,0.0,0,1,0
1,0,39,1,802,4,4,4,4,1,4,1,1,4,4,4,3,4,1,30,8.0,1,0,0
1,1,12,0,337,1,2,1,4,1,1,3,1,1,2,3,1,3,1,17,3.0,0,1,0
1,1,63,1,589,4,2,5,2,4,4,4,4,5,2,1,5,3,4,0,0.0,0,1,0
0,0,14,1,1498,3,3,3,4,1,3,1,1,5,3,3,5,4,1,0,0.0,0,1,0
1,1,23,1,2589,5,5,5,5,5,5,5,5,1,2,4,3,1,5,0,14.0,1,0,0
0,1,62,0,821,4,4,5,2,4,5,4,2,2,5,2,5,2,5,0,0.0,0,1,0
0,0,42,1,408,5,5,5,2,5,1,1,3,5,4,4,1,3,1,184,217.0,1,0,0
0,1,10,0,1013,1,3,1,4,4,1,4,4,4,3,4,4,3,4,0,0.0,0,1,0
0,0,8,1,738,3,3,3,4,3,3,3,3,3,2,4,1,3,3,2,5.0,0,0,1
0,1,50,0,563,3,5,3,3,3,3,2,5,5,3,3,4,5,4,0,0.0,0,1,0
0,0,61,0,1065,3,4,3,5,2,3,2,2,5,3,4,3,4,2,35,12.0,0,1,0
0,1,58,0,907,4,5,3,3,5,5,5,4,4,3,4,3,4,4,0,0.0,0,1,0
0,1,47,0,867,2,5,2,4,1,1,2,4,4,2,1,4,4,1,0,0.0,0,1,0
1,1,47,1,429,4,1,1,1,4,4,4,4,2,5,4,2,2,4,0,0.0,0,1,0
0,1,10,0,1235,3,5,3,5,5,3,5,5,4,4,5,5,5,5,0,0.0,0,1,0
1,1,59,0,201,5,1,5,4,2,5,1,2,1,4,3,2,3,2,31,29.0,0,1,0
0,0,37,1,119,1,4,1,3,5,1,5,5,2,2,3,2,4,5,8,0.0,0,1,0
1,1,39,1,954,5,2,2,2,5,5,5,5,5,4,1,1,1,5,2,23.0,0,1,0
0,1,51,1,1416,4,4,4,4,3,5,4,5,5,5,5,3,5,4,0,0.0,1,0,0
1,1,63,0,1390,2,5,2,4,5,2,5,5,3,4,4,4,5,5,24,5.0,0,1,0
1,1,63,0,1514,2,2,2,3,3,2,3,3,3,4,4,4,4,3,0,10.0,0,1,0
0,1,21,0,590,2,4,2,4,4,2,4,4,4,2,3,3,3,4,0,13.0,1,0,0
1,0,32,1,679,3,3,3,4,4,3,4,4,3,4,3,4,3,4,82,79.0,0,1,0
0,1,23,0,190,3,5,3,3,3,3,3,3,4,2,4,3,5,3,0,0.0,0,0,1
0,1,11,0,588,4,4,4,3,4,4,4,4,5,2,4,4,5,4,0,0.0,0,1,0
0,1,57,1,548,5,5,5,5,2,5,5,5,5,5,5,1,5,4,24,27.0,0,1,0
0,1,60,1,2172,3,3,3,3,4,5,5,5,5,5,5,4,5,3,0,0.0,1,0,0
0,1,36,1,2901,2,2,2,2,4,5,4,5,5,5,5,5,5,5,0,0.0,1,0,0
1,1,29,1,581,4,3,5,3,4,4,4,4,4,3,3,4,3,4,0,6.0,0,0,1
1,1,42,1,3015,1,1,1,1,2,4,4,5,5,4,5,5,5,5,0,0.0,1,0,0
0,1,64,1,3513,1,3,3,3,1,4,3,3,3,3,1,2,3,3,10,4.0,1,0,0
1,0,36,1,448,3,0,3,2,2,3,2,2,4,1,3,4,5,2,53,43.0,0,1,0
0,1,65,1,3165,2,1,1,1,2,3,4,2,2,2,2,3,2,3,0,0.0,1,0,0
1,1,47,0,937,1,4,1,1,5,1,5,5,5,5,5,4,4,5,0,0.0,0,1,0
1,1,30,1,1012,3,2,3,3,4,4,4,4,4,2,5,3,4,4,6,0.0,1,0,0
1,1,34,0,948,2,4,2,2,4,2,4,4,4,3,4,3,5,4,0,0.0,0,1,0
0,1,25,0,569,2,2,2,4,4,2,4,4,2,4,3,2,3,4,0,0.0,0,1,0
1,1,22,1,2107,1,1,1,1,5,5,5,5,4,2,3,4,1,5,2,26.0,1,0,0
1,1,40,1,2087,4,4,2,4,2,5,4,4,4,4,4,3,4,4,2,0.0,1,0,0
1,1,24,1,1179,4,3,4,4,2,2,2,2,2,5,5,1,1,2,0,0.0,1,0,0
0,1,55,0,369,4,3,3,2,5,2,2,4,4,3,4,4,4,1,0,0.0,0,1,0
1,1,34,1,516,5,5,5,5,5,4,5,5,2,5,5,4,3,5,11,21.0,0,0,1
1,1,57,0,903,3,4,3,2,5,3,5,5,4,5,4,4,4,5,60,51.0,0,1,0
1,1,24,1,3780,1,4,4,4,1,1,1,1,3,1,2,2,2,1,1,1.0,1,0,0
0,1,28,1,629,4,2,2,2,4,4,4,4,2,1,3,1,3,4,114,103.0,0,1,0
1,1,8,0,1542,3,3,3,3,5,3,5,5,4,2,3,3,2,5,0,0.0,0,1,0
0,1,56,1,425,3,4,4,4,2,1,2,3,3,3,3,1,3,3,0,0.0,0,1,0
0,0,24,1,2586,5,4,5,3,1,4,1,1,4,5,4,3,5,1,0,0.0,1,0,0
1,0,23,1,888,4,5,5,3,2,5,2,2,5,2,5,3,5,2,5,6.0,0,1,0
0,1,45,1,1943,4,4,2,4,4,5,2,5,5,5,5,3,5,3,0,6.0,1,0,0
1,0,23,1,102,3,4,3,4,4,3,2,4,4,2,3,3,3,4,0,4.0,0,1,0
0,1,45,1,201,2,2,2,2,3,5,4,5,5,5,5,4,5,3,0,3.0,1,0,0
1,1,38,1,2976,0,0,0,1,1,2,2,5,5,5,5,2,5,4,0,0.0,1,0,0
1,1,30,1,3431,2,2,2,2,4,4,4,4,4,4,4,4,5,4,0,0.0,1,0,0
0,1,17,1,794,2,5,5,5,2,2,2,2,1,5,4,1,3,2,11,0.0,1,0,0
1,1,59,1,2552,1,1,1,1,4,5,4,5,5,5,5,4,5,3,10,8.0,1,0,0
1,0,26,1,980,4,4,4,3,5,4,4,5,5,2,4,4,4,5,0,0.0,1,0,0
0,1,10,0,1788,3,5,3,5,4,3,4,4,5,4,5,4,4,4,8,5.0,0,1,0
0,0,38,1,436,2,2,2,3,4,2,4,4,1,2,4,4,3,4,0,0.0,1,0,0
1,1,22,1,2891,4,4,4,4,5,5,5,5,4,1,1,4,3,5,38,20.0,1,0,0
0,0,37,1,414,2,2,3,4,3,3,3,4,1,4,4,3,2,3,143,131.0,0,1,0
0,0,40,1,1972,1,1,1,4,3,1,3,3,1,5,3,2,3,3,2,9.0,1,0,0
1,1,35,1,1813,2,2,2,2,2,5,5,4,4,4,4,1,4,3,9,21.0,1,0,0
0,1,48,0,1023,1,3,1,3,3,5,4,4,4,1,5,5,4,3,3,0.0,0,0,1
0,1,65,1,569,1,5,5,5,2,3,4,2,2,1,2,3,2,4,40,37.0,0,1,0
1,1,41,1,3146,3,3,3,3,4,4,4,5,5,5,5,5,5,5,33,33.0,1,0,0
0,1,29,1,760,4,4,4,4,4,4,4,4,1,2,3,2,2,4,0,21.0,1,0,0
0,0,24,1,1235,3,3,3,2,1,3,1,1,3,2,5,5,4,1,0,0.0,0,1,0
1,1,61,0,1674,3,5,3,2,5,3,5,5,1,4,4,5,5,5,16,0.0,0,1,0
0,1,45,0,931,3,5,3,2,3,5,4,5,5,3,5,4,5,3,0,3.0,0,1,0
1,0,28,1,507,5,5,5,4,1,5,1,1,3,2,5,3,4,1,1,0.0,1,0,0
0,0,22,1,663,4,0,4,3,4,4,4,4,4,2,5,3,4,4,0,0.0,1,0,0
1,1,38,1,1578,3,4,4,4,3,3,3,2,5,2,3,3,2,3,151,137.0,1,0,0
0,1,70,0,528,1,4,1,4,5,3,3,4,4,1,4,4,4,1,0,0.0,0,1,0
0,1,48,1,258,2,5,5,5,2,2,2,3,1,3,2,2,1,2,133,142.0,0,1,0
1,1,63,0,220,1,4,1,4,4,1,4,4,1,3,4,3,3,4,25,44.0,0,1,0
1,1,43,0,581,3,5,3,2,3,3,3,3,5,3,5,3,4,3,9,20.0,0,1,0
0,1,59,1,1464,2,2,2,2,4,4,4,4,3,4,5,4,5,4,151,145.0,1,0,0
1,0,20,1,1005,4,3,4,4,1,4,1,1,4,5,4,5,5,1,0,0.0,1,0,0
1,1,50,0,612,2,5,2,3,5,2,5,5,5,2,5,4,4,5,0,0.0,0,0,1
1,1,42,1,2832,1,1,2,1,4,5,5,4,4,4,4,4,4,3,0,0.0,1,0,0
1,1,23,1,268,1,5,5,5,1,1,1,1,1,1,3,3,4,1,0,0.0,0,0,1
0,1,55,0,1325,2,3,2,3,5,4,4,4,4,2,3,1,4,1,0,0.0,0,1,0
1,0,30,1,1310,2,3,3,2,1,3,1,1,3,3,5,3,5,1,65,49.0,1,0,0
0,1,47,1,836,3,3,1,3,2,4,5,4,4,4,4,5,4,4,0,2.0,1,0,0
0,1,39,1,259,2,2,2,2,2,2,3,4,4,4,4,3,4,1,0,0.0,1,0,0
1,1,24,0,583,2,4,2,1,3,2,3,3,3,3,5,4,5,3,70,72.0,0,1,0
0,1,46,1,853,4,1,5,1,1,5,5,4,4,4,4,4,4,4,17,0.0,0,1,0
0,1,65,1,641,1,2,2,2,4,4,4,1,1,1,1,1,1,3,0,0.0,0,1,0
0,0,43,1,875,3,3,3,4,5,3,5,5,4,4,3,3,3,5,0,0.0,0,1,0
1,1,69,1,251,4,4,2,4,4,4,4,4,4,1,3,1,4,4,0,0.0,0,0,1
1,0,80,1,337,3,0,4,4,3,4,3,3,2,5,4,4,2,3,0,0.0,0,1,0
1,1,45,1,483,4,4,4,4,4,1,2,4,4,4,4,2,4,2,128,131.0,1,0,0
1,1,52,1,1901,5,5,5,5,4,4,2,4,4,4,5,3,4,5,0,0.0,1,0,0
1,1,29,1,1782,1,1,1,1,5,5,5,5,4,3,1,1,1,5,0,0.0,1,0,0
1,1,52,1,1237,2,3,1,1,2,2,2,2,4,1,2,5,2,2,0,0.0,0,0,1
1,1,33,0,2402,2,1,2,3,2,1,1,3,2,3,3,1,2,1,0,0.0,0,1,0
0,1,51,0,956,3,4,3,2,4,4,5,3,3,3,3,4,3,3,9,12.0,0,1,0
1,1,39,1,722,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,0.0,1,0,0
1,1,59,1,89,5,4,4,4,5,5,5,5,1,5,3,2,5,5,0,0.0,0,0,1
0,1,70,0,590,2,3,2,3,5,4,4,5,5,2,4,1,5,4,3,0.0,0,1,0
0,1,12,0,413,2,1,2,3,4,2,3,4,4,5,2,1,3,4,19,17.0,0,1,0
1,1,16,1,2567,3,1,5,1,3,3,3,3,3,1,4,3,4,3,2,17.0,1,0,0
1,1,41,1,1872,4,4,4,4,1,5,2,4,4,4,4,3,4,1,30,17.0,1,0,0
1,1,52,0,417,2,3,2,2,4,2,1,4,4,3,3,4,3,4,6,4.0,0,1,0
1,1,41,1,2231,2,2,2,2,2,4,5,5,5,5,5,5,5,4,12,4.0,1,0,0
0,1,26,0,447,3,5,3,1,1,3,1,1,4,3,5,5,5,1,0,0.0,0,1,0
0,1,44,1,376,1,1,1,1,3,5,5,3,3,3,3,2,3,1,0,0.0,1,0,0
0,1,50,1,432,4,4,4,4,3,5,5,3,3,3,3,4,3,4,4,10.0,1,0,0
0,0,25,1,720,3,3,3,4,3,4,4,3,2,3,3,4,2,4,0,6.0,0,1,0
1,1,36,1,257,4,3,3,3,3,4,3,4,4,4,4,3,4,4,9,19.0,1,0,0
0,0,39,1,1195,4,5,5,5,1,5,1,1,1,4,3,3,5,1,10,6.0,1,0,0
0,1,7,0,337,3,5,3,3,3,3,3,3,3,1,2,4,1,3,50,58.0,0,1,0
0,1,50,1,594,4,5,5,5,3,4,1,4,4,4,4,2,4,2,0,0.0,0,1,0
0,1,48,0,1411,2,3,2,3,4,4,1,5,5,2,5,1,5,1,15,0.0,0,1,0
1,0,55,1,163,5,0,5,5,3,5,3,3,3,2,5,4,2,3,0,1.0,0,1,0
0,0,29,1,255,2,1,2,2,5,2,5,5,3,3,1,3,2,5,33,19.0,0,1,0
0,1,19,0,1825,4,4,4,4,5,4,5,5,4,4,3,5,4,5,0,0.0,1,0,0
1,1,60,1,1950,5,5,5,5,5,4,2,4,4,4,4,2,4,1,0,0.0,1,0,0
1,1,42,0,1670,1,4,1,4,4,1,4,4,2,5,4,1,4,4,5,0.0,0,0,1
0,1,66,0,737,4,5,4,3,2,2,3,3,3,4,4,3,3,1,29,22.0,0,1,0
0,1,58,1,193,3,2,2,2,5,3,3,3,3,3,3,5,3,5,0,0.0,0,0,1
1,1,61,0,522,4,5,4,4,4,4,4,4,3,4,5,4,4,4,59,147.0,0,1,0
1,1,32,0,1008,2,5,2,5,3,2,3,3,5,5,5,5,4,3,40,16.0,0,1,0
1,1,23,1,946,1,1,1,1,4,4,4,4,1,1,4,4,3,4,2,0.0,1,0,0
1,1,62,0,744,3,3,3,5,4,3,1,4,2,3,3,3,3,4,12,3.0,0,1,0
0,1,44,0,302,2,5,2,2,3,4,4,1,1,2,1,4,1,4,15,2.0,0,1,0
0,1,32,0,86,4,4,4,4,5,4,5,5,1,1,1,4,3,5,9,5.0,0,1,0
1,1,18,1,2073,1,1,1,1,4,4,4,4,5,5,5,4,5,4,0,0.0,1,0,0
1,1,43,1,3007,1,1,1,1,2,4,4,5,5,4,5,5,5,5,1,4.0,1,0,0
0,1,30,1,1744,3,4,4,4,3,3,3,3,3,1,4,1,3,3,19,17.0,0,1,0
0,0,28,1,1096,2,2,2,3,2,2,2,2,5,2,5,5,5,2,15,0.0,1,0,0
1,1,34,0,604,5,5,5,2,3,5,2,3,3,3,4,3,4,3,0,0.0,0,0,1
0,0,17,1,1072,5,5,5,4,4,5,4,4,3,4,5,3,4,4,0,0.0,0,1,0
1,1,41,0,679,2,4,2,3,1,2,1,1,3,2,4,4,4,1,5,12.0,0,1,0
0,1,68,0,2402,1,4,1,4,3,5,4,3,3,1,2,4,3,4,25,0.0,1,0,0
0,1,40,1,135,3,3,3,3,2,5,5,4,4,4,5,3,4,4,0,45.0,1,0,0
1,1,54,0,2519,3,3,3,3,3,4,4,1,1,3,1,3,1,4,0,0.0,1,0,0
1,1,14,0,1999,5,4,5,2,2,4,2,2,1,2,5,4,2,2,0,0.0,0,1,0
1,1,54,1,3569,1,1,1,1,4,4,4,4,4,5,4,3,4,3,9,0.0,1,0,0
1,1,58,1,2286,3,1,1,1,4,3,3,3,3,3,3,4,3,1,36,25.0,1,0,0
1,1,33,1,337,5,1,1,1,5,4,5,5,3,1,3,1,4,5,0,0.0,0,1,0
1,1,50,1,3144,2,2,2,2,3,5,4,4,4,4,4,5,4,4,31,18.0,1,0,0
1,1,28,0,694,1,5,1,3,4,1,4,4,4,4,4,4,5,4,0,0.0,0,1,0
0,1,17,0,985,2,5,2,5,5,2,5,5,4,4,5,4,5,5,7,8.0,0,1,0
1,1,45,1,306,5,4,4,4,5,5,5,5,1,5,2,1,2,5,1,0.0,0,1,0
0,1,33,1,2328,1,1,1,1,4,4,4,4,4,4,4,5,4,4,0,0.0,1,0,0
1,1,41,1,591,5,4,4,4,5,5,5,5,2,3,2,2,4,5,1,2.0,0,1,0
1,1,40,1,2422,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0.0,1,0,0
1,1,11,1,861,3,1,2,1,3,4,3,3,3,1,1,2,2,3,0,0.0,0,0,1
1,1,51,1,529,2,4,4,4,2,2,2,4,1,5,4,2,5,2,139,146.0,0,1,0
1,1,23,1,2399,4,4,4,4,4,4,5,4,3,2,3,4,3,4,0,5.0,0,1,0
0,1,46,1,2454,3,3,3,3,5,3,5,4,4,4,4,3,4,4,2,0.0,1,0,0
1,1,60,0,1660,3,3,4,3,2,4,2,2,2,1,3,1,3,2,0,0.0,0,1,0
0,0,21,1,448,5,0,5,5,2,5,3,2,3,4,4,4,5,2,0,0.0,1,0,0
0,1,20,0,462,5,2,5,3,4,5,4,4,2,4,3,1,4,4,0,0.0,0,1,0
0,0,24,1,1195,3,3,3,4,1,3,1,1,3,4,4,1,3,1,10,0.0,0,1,0
0,1,29,1,3802,2,2,2,2,4,4,4,4,4,2,5,5,5,4,0,0.0,1,0,0
1,1,45,1,954,3,3,4,3,2,3,3,3,3,3,3,4,3,3,0,12.0,1,0,0
1,0,15,1,208,3,3,3,4,2,3,2,2,1,5,4,2,3,2,0,0.0,0,1,0
0,1,35,1,2102,0,0,0,3,1,4,4,5,5,5,5,3,5,2,0,33.0,1,0,0
0,1,19,0,312,4,2,4,3,2,4,2,2,1,3,3,3,4,2,16,10.0,0,1,0
1,1,46,1,945,4,4,4,4,2,1,2,4,4,4,4,3,4,4,0,0.0,1,0,0
1,1,67,0,919,1,2,1,3,3,1,4,3,2,3,3,2,4,3,0,0.0,0,0,1
1,1,39,1,3143,3,3,3,3,2,1,1,4,4,4,5,4,4,4,43,37.0,1,0,0
1,1,35,0,312,3,4,3,3,1,3,1,1,5,3,5,4,4,1,0,0.0,0,0,1
0,0,48,1,817,1,1,1,2,2,1,4,2,1,5,5,3,5,2,5,4.0,0,1,0
1,1,56,1,683,5,5,5,5,2,4,5,3,3,3,3,5,3,5,0,0.0,1,0,0
1,1,51,0,1172,1,2,1,3,4,1,4,4,1,2,3,2,3,4,13,2.0,0,1,0
1,1,9,0,89,2,5,2,3,4,2,4,4,3,5,4,4,4,4,0,0.0,0,1,0
0,1,23,1,1605,3,2,2,2,3,3,3,3,2,3,4,3,3,3,0,9.0,1,0,0
0,0,48,1,295,4,4,4,2,2,4,2,2,4,2,4,4,4,2,0,0.0,1,0,0
0,1,39,1,216,3,3,3,3,5,4,5,4,4,4,4,3,4,4,0,0.0,1,0,0
0,1,13,1,3313,2,1,1,1,2,2,2,2,1,2,3,1,3,2,22,30.0,1,0,0
1,1,64,1,680,2,1,4,4,2,2,2,2,1,3,3,3,3,2,0,4.0,0,1,0
0,0,18,1,309,3,3,3,3,2,3,2,2,2,1,4,4,3,2,48,63.0,0,1,0
0,0,45,1,616,2,4,2,4,2,2,2,2,1,4,3,4,4,2,0,0.0,0,1,0
0,0,17,1,528,4,0,4,3,1,4,1,1,1,2,3,4,3,1,0,0.0,0,1,0
0,1,56,0,599,1,3,1,4,1,2,3,4,4,1,4,5,4,4,0,0.0,0,1,0
1,1,43,1,594,4,4,4,4,2,5,5,4,4,4,4,4,4,3,0,0.0,1,0,0
0,0,62,1,1464,4,4,4,4,5,4,5,5,4,4,5,4,5,5,0,2.0,1,0,0
1,1,37,1,376,5,4,2,4,5,5,5,5,3,1,4,5,1,5,0,0.0,0,1,0
1,1,59,0,581,4,4,4,1,4,4,4,4,3,3,5,4,4,4,0,0.0,0,1,0
