carat,depth,table,cut = Fair,cut = Good,cut = Ideal,cut = Premium,cut = Very Good,color = D,color = E,color = F,color = G,color = H,color = I,color = J,clarity = I1,clarity = IF,clarity = SI1,clarity = SI2,clarity = VS1,clarity = VS2,clarity = VVS1,clarity = VVS2
1.01,61.6,59.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.38,62.1,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.33,60.9,56.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.51,60.7,60.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9,60.7,58.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.38,62.3,60.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.78,64.0,54.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,63.3,60.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.06,61.7,59.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.73,58.7,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.21,62.1,60.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.7,62.6,55.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.37,62.5,53.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.41,60.8,56.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.41,61.8,54.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.25,62.6,55.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.52,61.9,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.6,60.5,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.02,63.9,56.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2.25,67.7,58.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.71,63.2,55.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.01,62.8,57.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.57,62.0,58.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.74,62.0,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.0,62.4,58.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.64,62.1,57.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.33,62.6,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.84,62.0,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.84,55.1,67.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9,60.7,58.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.02,62.7,56.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09,62.4,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.1,62.6,57.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.67,58.7,61.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,64.7,57.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.33,63.0,58.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.03,61.2,54.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.5,58.9,61.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,62.0,56.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.43,63.4,56.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.23,61.8,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.32,61.3,59.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.32,63.0,59.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.56,62.0,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.62,65.4,59.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.63,62.3,54.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.3,59.3,59.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,59.5,61.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.23,61.3,60.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.7,63.8,60.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.31,61.2,58.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.52,58.8,59.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.21,63.7,55.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.01,63.1,57.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,63.2,60.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.24,62.8,57.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.7,62.2,59.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.37,62.4,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.19,61.6,56.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.0,62.1,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.37,60.7,60.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.02,57.1,61.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.21,60.6,60.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.42,63.6,57.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.5,62.1,60.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.52,58.3,59.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.6,61.6,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.91,62.6,54.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.55,61.4,55.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.43,63.3,57.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.01,62.4,58.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.02,62.8,55.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.7,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.41,61.1,54.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.33,61.6,55.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.41,61.7,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,62.9,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.27,61.8,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34,61.7,56.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.58,62.0,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.58,62.7,60.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.64,60.7,59.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.41,61.9,55.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.72,61.1,56.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,59.4,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.08,61.7,57.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.41,61.9,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.72,60.5,59.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.59,61.5,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.02,61.7,58.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.01,63.6,60.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.32,61.8,55.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.07,62.2,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.5,63.8,57.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.33,61.1,59.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.47,61.5,55.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.55,61.5,56.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.7,62.0,59.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.5,62.1,59.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.0,67.0,53.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.25,61.9,58.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.23,60.2,63.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.19,61.3,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,65.1,57.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.31,62.0,54.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.25,61.1,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.72,61.9,56.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.29,60.1,56.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.02,62.5,57.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,62.4,54.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.65,62.9,58.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.2,61.8,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.47,61.9,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.3,61.8,54.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.36,61.7,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.82,62.9,59.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.77,62.3,57.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.33,62.4,60.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.62,61.6,60.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.41,57.7,61.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.3,62.8,56.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.9,63.0,62.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.33,60.0,61.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.73,61.8,54.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.62,61.1,59.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,62.7,54.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5,59.5,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.71,61.5,64.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.32,61.2,62.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.41,65.4,61.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.23,62.5,58.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.09,61.4,60.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.0,60.2,58.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.52,60.3,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.32,62.6,55.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9,63.4,62.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,62.5,58.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.52,61.0,56.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.15,62.5,56.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.0,62.7,62.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.29,61.1,58.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.7,61.0,59.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.32,61.0,56.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.72,61.6,56.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.34,61.3,56.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.71,64.1,58.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.23,59.4,61.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.76,62.7,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,61.8,53.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.77,61.1,59.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.52,60.7,61.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.37,62.5,59.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7,62.6,54.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.46,61.4,59.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.47,61.5,58.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.19,61.5,57.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1.35,66.0,58.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.72,64.0,56.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.52,59.2,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.35,62.7,58.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2.03,60.9,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.06,61.4,57.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.91,62.1,55.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.81,61.2,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.55,60.9,56.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,60.7,57.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.91,61.8,60.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.9,63.3,59.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.54,63.2,54.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.65,61.0,55.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.06,63.0,58.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7,62.6,56.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.5,62.5,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2.52,65.1,56.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.5,62.7,59.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.56,62.1,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,61.5,55.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.34,62.5,57.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.59,61.5,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.53,60.4,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.51,63.9,56.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.51,61.9,55.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.75,61.6,57.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.21,63.8,64.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.11,62.0,58.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.7,62.2,56.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.09,62.1,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.54,63.3,55.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,59.4,58.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.23,63.3,58.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.32,59.9,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.7,62.1,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.07,59.7,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,66.4,56.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.81,56.2,62.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.0,61.8,58.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.33,63.2,57.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.39,62.0,56.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.2,59.6,61.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.69,61.8,60.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.2,62.6,56.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.59,61.7,55.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.93,61.3,59.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.47,62.4,55.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.04,63.1,57.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,61.8,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.33,61.0,59.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.0,56.4,61.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.31,61.3,56.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3,61.6,56.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.71,60.4,60.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.3,61.0,59.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.32,61.7,55.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2.47,59.4,59.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.07,62.2,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.56,60.9,60.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9,63.7,58.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.79,61.5,55.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.41,61.9,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.55,61.0,58.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.33,61.0,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.11,59.8,60.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.02,60.7,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.07,62.1,59.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.34,61.5,59.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.91,62.8,59.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.51,62.2,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.34,61.4,55.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.77,60.6,56.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.33,62.6,55.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.39,62.1,58.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.52,60.4,57.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,60.4,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.25,60.6,55.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7,58.7,64.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,58.8,59.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.34,62.2,54.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.01,60.8,59.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.9,64.2,59.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,60.5,55.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.55,62.0,56.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,63.8,57.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.01,61.6,58.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.35,60.1,62.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.51,61.6,58.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,62.6,53.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.32,62.3,57.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.62,61.9,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,61.8,54.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.18,61.3,60.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.41,61.4,59.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.01,63.3,58.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.32,59.5,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.23,62.4,55.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.31,63.1,57.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.57,62.7,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.14,60.4,57.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.67,62.9,54.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.76,60.3,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.18,61.3,55.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.51,60.2,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.25,58.0,63.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.23,62.4,55.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.3,62.2,55.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.03,62.5,54.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.4,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
