company,type,inches,cpu,gpu,op_sys,price_EUR,touch_screen,hd_category,ram,memory_SSD,memory_HDD,weight
Lenovo,Notebook,14.0,Intel Celeron,Intel HD,Windows,299.0,0,HD,4,0,500,2.1
Lenovo,Netbook,11.6,Intel Celeron,Intel HD,Other,265.0,0,HD,4,16,0,1.25
Lenovo,Notebook,13.3,Intel Core i5,Intel HD,Windows,949.0,0,FullHD,8,256,0,1.44
Asus,Notebook,15.6,Intel Core i7,Intel HD,Windows,1224.0,0,FullHD,8,256,1024,2.0
Acer,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,613.0,0,FullHD,4,0,1024,2.2
HP,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1323.0,0,FullHD,8,512,0,1.34
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,No OS,1149.0,0,FullHD,8,256,1024,2.4
Dell,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,899.0,1,FullHD,8,128,0,1.29
Acer,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,639.0,0,FullHD,4,0,500,2.2
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,836.0,0,FullHD,8,0,1024,2.18
Dell,Notebook,15.6,Intel Core i7,AMD Radeon 5,Windows,1219.24,0,FullHD,16,256,2048,2.2
Other,Notebook,15.6,Intel Core i7,Nvidia GeForce,No OS,1399.95,0,FullHD,16,256,0,1.95
Asus,Netbook,11.6,Intel Celeron,Intel HD,Windows,245.0,0,HD,2,0,0,1.1
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,521.47,1,HD,4,0,1024,2.04
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,2968.0,0,FullHD,24,512,0,2.24
HP,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,889.0,0,FullHD,8,256,0,2.04
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1504.0,0,FullHD,16,256,1024,3.0
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1399.0,0,FullHD,8,256,1024,3.2
HP,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1399.0,0,FullHD,8,256,0,1.32
Dell,Notebook,14.0,Intel Core i5,Intel HD,Windows,1279.73,0,FullHD,8,256,0,1.64
HP,Notebook,15.6,Intel Core i3,Intel HD,Windows,689.0,0,HD,4,128,0,1.63
Dell,Notebook,17.3,Intel Core i5,AMD Radeon 5,Linux,889.0,0,FullHD,8,128,1024,2.8
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,1340.0,0,FullHD,8,256,0,2.02
Lenovo,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,799.0,0,FullHD,4,0,1024,2.2
Lenovo,Notebook,15.6,Intel Core i3,Nvidia GeForce,No OS,459.0,0,HD,8,0,2048,2.2
Dell,Notebook,15.6,Intel Core i5,AMD Radeon R,Windows,585.0,0,FullHD,4,0,500,2.3
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,1377.0,0,FullHD,8,256,0,1.9
Dell,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,3012.77,0,FullHD,16,128,1024,4.42
Toshiba,Notebook,15.6,Intel Core i5,Intel HD,Windows,860.0,0,FullHD,8,0,500,2.0
Asus,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1299.0,0,UHD,8,256,1024,2.0
Other,Notebook,13.3,Intel Celeron,Intel HD,Windows,369.0,0,FullHD,4,32,0,1.2
Asus,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,1649.0,0,FullHD,8,128,1024,2.3
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,1369.0,0,FullHD,8,256,0,1.93
Dell,Notebook,15.6,Intel Core i5,AMD Radeon 5,Windows,797.41,0,FullHD,8,256,0,2.2
HP,Notebook,15.6,Intel Pentium,Intel HD,Windows,398.99,0,FullHD,4,256,0,1.86
HP,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1799.0,0,FullHD,12,0,1024,2.62
Lenovo,Notebook,14.0,Intel Core i7,Nvidia GeForce,Windows,859.0,0,FullHD,8,256,0,1.87
Dell,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1399.0,1,QuadHD,8,256,0,1.2
Dell,Notebook,14.0,Intel Core i3,Intel HD,Windows,735.87,0,FullHD,4,128,0,1.6
HP,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1145.0,0,QuadHD,8,256,0,1.34
Acer,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Linux,798.0,0,FullHD,8,0,1024,2.4
Asus,Notebook,15.6,AMD,AMD Radeon R,Windows,349.0,0,HD,4,0,500,2.0
HP,Notebook,15.6,Intel Core i3,Intel HD,Windows,705.5,0,FullHD,4,128,0,2.1
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,785.0,0,FullHD,4,0,500,1.87
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,No OS,462.35,0,FullHD,4,0,1024,2.15
HP,Notebook,15.6,Intel Core i3,Intel HD,Windows,397.0,0,FullHD,4,0,500,1.86
Lenovo,Notebook,15.6,Intel Core i7,Intel HD,Windows,1729.0,0,FullHD,8,512,0,1.99
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,Windows,499.0,0,FullHD,4,128,0,2.2
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,1116.99,0,FullHD,8,256,0,1.9
Dell,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2699.0,0,FullHD,16,256,1024,4.42
HP,Notebook,17.3,Intel Core i3,Intel HD,Windows,544.15,0,HD,8,0,1024,2.65
HP,Notebook,17.3,Intel Core i7,Nvidia GeForce,Windows,1280.0,0,FullHD,8,0,1024,2.63
Asus,Notebook,15.6,Intel Celeron,Intel HD,Linux,224.0,0,HD,4,0,500,2.0
Other,Notebook,13.3,Other,Intel HD,Windows,255.0,0,FullHD,4,0,0,1.35
Lenovo,Notebook,17.3,Intel Core i7,Nvidia GeForce,Windows,949.0,0,HD,6,128,1024,2.8
HP,Notebook,15.6,AMD,AMD Radeon 5,Windows,568.9,0,FullHD,6,128,0,1.91
Dell,Notebook,15.6,Intel Core i3,AMD Radeon R,Windows,617.9,0,HD,4,0,1024,2.18
Acer,2 in 1 Convertible,11.6,Intel Celeron,Intel HD,Windows,349.0,1,FullHD,4,0,0,1.25
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,Windows,630.0,0,FullHD,4,128,0,2.05
HP,Ultrabook,13.3,Intel Core M,Intel HD,Windows,1965.0,1,QuadHD,16,512,0,1.16
Lenovo,Notebook,17.3,Intel Core i7,Nvidia Quadro,Windows,2999.0,0,FullHD,8,256,0,3.4
Asus,Notebook,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,839.0,0,FullHD,8,128,1024,2.5
Dell,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,1599.0,1,UHD,8,128,0,1.21
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,959.0,0,HD,4,0,500,1.93
Other,Notebook,15.6,Intel Core i5,Intel HD,Windows,739.0,0,HD,8,0,1024,2.2
Lenovo,Notebook,15.6,Intel Pentium,Intel HD,Windows,344.0,0,FullHD,4,0,500,2.2
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,990.0,0,HD,4,0,500,2.02
HP,Workstation,17.3,Intel Core i5,Nvidia Quadro,Windows,1860.99,0,HD,8,0,500,3.14
HP,Notebook,14.0,Intel Pentium,Intel HD,Windows,389.0,0,HD,8,0,2048,1.94
HP,Notebook,15.6,AMD,AMD Radeon 5,Windows,649.0,0,FullHD,6,256,0,1.95
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,830.0,0,FullHD,8,256,0,2.3
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,685.0,0,FullHD,4,0,500,2.05
Other,Notebook,14.0,Other,Intel HD,Windows,249.0,0,FullHD,4,32,0,1.4
Toshiba,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1865.0,1,FullHD,16,512,0,1.24
Lenovo,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2663.0,0,FullHD,32,256,1024,4.6
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2729.0,0,FullHD,16,512,1024,4.14
Dell,Notebook,15.6,Intel Core i7,AMD Radeon R,Linux,749.01,0,FullHD,8,256,0,2.2
Other,Notebook,14.0,Intel Celeron,Intel HD,Windows,389.0,0,FullHD,4,32,0,1.45
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,1008.52,0,HD,8,0,500,1.9
HP,Notebook,13.3,Intel Core i3,Intel HD,Windows,719.0,0,FullHD,4,128,0,1.49
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,1537.39,0,FullHD,16,256,0,1.93
Dell,Netbook,11.6,Intel Celeron,Intel HD,Other,295.0,0,HD,4,0,0,1.26
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2349.0,0,FullHD,16,128,1024,4.5
HP,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1498.0,0,FullHD,16,256,1024,3.78
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1673.0,0,FullHD,12,256,0,1.4
Lenovo,Notebook,15.6,Intel Core i7,Intel HD,Windows,609.0,1,HD,12,0,1024,2.2
Asus,Gaming,17.3,Intel Core i5,Nvidia GeForce GTX,Windows,1770.0,0,FullHD,8,128,1024,2.73
Asus,2 in 1 Convertible,15.6,Intel Core i5,Intel HD,Windows,739.0,1,HD,8,0,1024,2.2
Lenovo,Notebook,15.6,AMD,AMD Radeon 5,Windows,949.0,0,FullHD,12,512,0,2.2
Dell,2 in 1 Convertible,11.6,Intel Core M,Intel HD,Windows,603.0,1,HD,4,128,0,1.39
Other,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1699.0,0,FullHD,16,128,1024,2.5
Lenovo,Notebook,17.3,Intel Core i3,Intel HD,No OS,529.0,0,FullHD,4,0,500,2.8
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,Windows,459.0,0,HD,8,0,1024,2.29
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,2025.0,1,FullHD,8,512,0,1.37
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,1474.0,0,FullHD,8,256,0,1.7
Dell,2 in 1 Convertible,12.5,Intel Core i5,Intel HD,Windows,1670.0,1,FullHD,8,256,0,1.34
Dell,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,1763.0,1,FullHD,8,256,0,2.06
HP,Notebook,15.6,Intel Core i7,Intel HD,Windows,1219.0,0,FullHD,8,256,0,1.84
HP,Notebook,15.6,Intel Core i3,Intel HD,Windows,668.48,0,HD,4,0,500,2.1
Acer,Notebook,14.0,Intel Celeron,Intel HD,Windows,329.0,0,FullHD,4,0,0,1.6
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2199.0,0,FullHD,16,128,1024,4.14
Dell,Notebook,15.6,Intel Core i3,AMD Radeon R,Linux,465.0,0,HD,4,0,1024,2.18
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,2299.0,0,UHD,16,256,2048,1.8
Toshiba,Notebook,15.6,Intel Core i7,Intel HD,Windows,1399.0,0,FullHD,8,256,0,2.2
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,564.0,0,FullHD,6,0,1024,2.4
Lenovo,2 in 1 Convertible,15.6,Intel Core i7,Intel HD,Windows,1299.0,1,FullHD,8,256,0,2.0
Acer,Notebook,14.0,Intel Pentium,Intel HD,Windows,349.0,0,HD,4,0,0,1.6
Dell,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,879.01,0,FullHD,16,0,1024,2.59
Dell,Notebook,15.6,Intel Core i3,Intel HD,Linux,443.9,0,HD,4,0,1024,2.18
Dell,Notebook,15.6,Intel Core i3,Intel HD,Linux,359.0,0,HD,4,0,1024,2.25
Dell,Notebook,15.6,Intel Core i5,Intel HD,Linux,869.0,0,HD,4,0,500,1.93
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1168.0,0,FullHD,8,128,1024,3.0
Dell,Notebook,15.6,Intel Core i5,AMD Radeon R,Linux,569.0,0,FullHD,4,128,0,2.18
HP,Ultrabook,15.6,Intel Core i7,Intel HD,Windows,1389.0,0,FullHD,8,512,0,1.84
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,2267.86,0,FullHD,16,256,1024,2.94
Acer,2 in 1 Convertible,11.6,Intel Celeron,Intel HD,Other,379.0,1,HD,4,0,0,1.25
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1124.0,0,HD,8,256,0,2.31
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,1465.0,0,FullHD,8,256,0,1.65
Dell,Notebook,15.6,Intel Core i5,AMD Radeon 5,Windows,776.0,0,FullHD,4,0,1024,2.2
Other,Notebook,15.6,Intel Core i5,Intel HD,Windows,799.0,0,HD,8,256,0,2.2
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,932.0,0,HD,4,0,500,1.88
Lenovo,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,899.0,0,FullHD,8,0,1024,2.2
Other,Notebook,14.0,Other,Intel HD,Windows,239.0,0,FullHD,2,0,0,1.4
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,No OS,468.0,0,FullHD,4,128,0,2.2
Asus,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,639.01,1,FullHD,6,0,1024,1.5
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1820.0,0,FullHD,8,256,0,2.0
Asus,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1900.0,0,FullHD,16,512,0,1.1
Dell,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1479.0,0,FullHD,16,256,1024,2.62
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,829.0,0,FullHD,4,256,0,1.8
Lenovo,Notebook,15.6,Intel Core i3,Nvidia GeForce,Windows,579.0,0,FullHD,4,0,1024,2.2
Asus,Notebook,15.6,Intel Celeron,Intel HD,Windows,399.0,0,HD,8,0,1024,2.0
Asus,Notebook,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,906.62,0,FullHD,8,0,1024,1.99
Dell,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,1869.0,1,QuadHD,8,256,0,1.23
Lenovo,Notebook,14.0,Intel Celeron,Intel HD,Windows,249.0,0,HD,2,0,0,1.42
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1757.42,1,FullHD,8,256,0,1.37
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,2399.0,1,UHD,16,1024,0,2.06
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1109.0,0,FullHD,8,128,1024,2.5
HP,Notebook,17.0,AMD,AMD Radeon R,Windows,520.9,0,HD,8,0,1024,2.6
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,2450.0,0,FullHD,16,512,0,1.14
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,No OS,1169.0,0,FullHD,8,0,1024,2.5
Acer,Notebook,15.6,Intel Core i3,Intel HD,Windows,450.0,0,HD,4,0,500,2.4
Lenovo,Notebook,14.0,Intel Celeron,Intel HD,Windows,274.0,0,HD,4,0,0,1.43
Acer,Ultrabook,14.0,Intel Core i5,Other,Windows,919.0,0,FullHD,8,256,0,1.8
Other,Gaming,14.0,Intel Core i7,Nvidia GeForce GTX,Windows,2599.0,0,FullHD,16,256,0,1.95
Toshiba,Notebook,13.3,Intel Core i5,Intel HD,Windows,1213.0,0,FullHD,8,256,0,1.2
Lenovo,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,1584.0,0,FullHD,8,256,0,1.36
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2799.0,0,FullHD,32,512,0,3.8
Acer,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Linux,709.0,0,FullHD,8,0,1024,2.4
Dell,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,1449.9,0,FullHD,8,256,0,1.2
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1191.8,0,FullHD,8,128,1024,2.2
HP,Notebook,15.6,Intel Core i3,Intel HD,No OS,364.9,0,HD,4,0,500,1.86
Toshiba,Notebook,15.6,Intel Core i5,Intel HD,Windows,1064.0,0,FullHD,8,0,500,2.0
Dell,Notebook,15.6,Intel Core i7,AMD Radeon 5,Windows,919.0,0,FullHD,8,256,0,2.2
Dell,Notebook,15.6,Intel Core i7,AMD Radeon 5,Windows,1135.0,0,FullHD,16,256,2048,2.2
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1196.0,0,FullHD,8,128,1024,3.31
Dell,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,3147.37,0,UHD,32,512,1024,4.42
Dell,Notebook,14.0,Intel Core i5,Intel HD,Windows,1229.0,0,FullHD,8,256,0,1.56
Lenovo,Notebook,15.6,Intel Celeron,Intel HD,Windows,419.0,0,HD,4,0,500,2.2
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,535.0,0,FullHD,4,0,500,2.2
HP,Notebook,15.6,Intel Core i3,AMD Radeon R,Windows,539.0,0,FullHD,6,0,1024,2.04
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1486.77,0,FullHD,8,128,1024,2.7
Toshiba,Notebook,15.6,Intel Core i3,Intel HD,Windows,498.0,0,HD,4,128,0,2.1
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,955.0,0,FullHD,8,0,1024,2.06
HP,Notebook,15.6,Intel Core i7,AMD Radeon 5,Windows,745.0,0,FullHD,8,0,1024,2.1
Toshiba,Notebook,15.6,Intel Core i5,Intel HD,Windows,1258.0,0,FullHD,8,256,0,2.0
Acer,Notebook,15.6,Intel Core i3,Intel HD,Linux,412.0,0,HD,4,128,0,2.1
Other,Ultrabook,13.5,Intel Core i7,Other,Windows,1867.85,1,FullHD,8,256,0,1.252
Lenovo,Notebook,15.6,Intel Core i5,AMD Radeon R,Windows,817.95,0,FullHD,8,128,1024,1.9
Lenovo,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,1034.0,1,FullHD,8,256,0,1.3
Lenovo,Notebook,15.6,AMD,AMD Radeon R,Windows,349.0,0,HD,4,128,0,2.2
HP,2 in 1 Convertible,14.0,Intel Core i3,Nvidia GeForce,Windows,699.0,1,FullHD,4,128,0,1.63
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1294.0,0,FullHD,16,256,1024,2.4
Asus,Ultrabook,14.0,Intel Core i5,Intel HD,Windows,1135.0,0,FullHD,8,256,0,1.1
HP,2 in 1 Convertible,11.6,Intel Celeron,Intel HD,Other,495.0,1,HD,8,0,0,1.4
Other,Ultrabook,15.6,Intel Core i7,Intel HD,Windows,2299.0,0,FullHD,8,512,0,1.09
Acer,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,1299.0,0,FullHD,16,256,0,2.5
MSI,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,997.9,0,FullHD,8,256,0,2.2
Asus,Notebook,15.6,Intel Celeron,Intel HD,Windows,419.0,0,HD,4,128,0,1.86
Dell,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,2051.0,0,FullHD,16,128,1024,3.21
HP,Notebook,17.3,Intel Core i3,AMD Radeon R,Windows,699.0,0,FullHD,4,256,0,2.5
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1499.0,1,FullHD,8,512,0,1.19
Dell,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,2813.75,0,FullHD,16,256,1024,3.49
HP,Notebook,15.6,Intel Core i5,AMD Radeon 5,Windows,612.61,0,HD,4,0,500,1.86
Dell,Notebook,15.6,Intel Core i3,AMD Radeon R,Windows,545.67,0,HD,4,0,1024,2.2
HP,Notebook,17.3,AMD,AMD Radeon R,Windows,569.0,0,FullHD,6,0,2048,2.65
Lenovo,Notebook,15.6,Intel Celeron,Intel HD,Windows,318.0,0,HD,4,0,500,2.1
Acer,Notebook,14.0,Intel Celeron,Intel HD,Other,375.0,0,HD,4,0,0,1.45
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,699.0,0,FullHD,4,256,0,1.7
HP,Workstation,17.3,Intel Core i7,Nvidia Quadro,Windows,1907.99,0,FullHD,8,0,500,3.14
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,Intel HD,Windows,2590.0,1,QuadHD,8,256,0,1.42
Toshiba,Notebook,13.3,Intel Core i5,Intel HD,Windows,973.0,0,FullHD,8,256,0,1.5
Acer,Netbook,11.6,Intel Celeron,Intel HD,Windows,269.0,0,HD,4,0,0,1.4
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,Intel HD,Windows,1749.0,1,FullHD,16,512,0,1.38
Asus,2 in 1 Convertible,12.5,Intel Core M,Intel HD,Other,669.0,1,FullHD,4,0,0,1.2
Toshiba,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1877.0,1,FullHD,16,512,0,1.36
HP,Notebook,15.6,Intel Core i7,AMD Radeon 5,Windows,689.0,0,FullHD,4,0,500,2.1
Dell,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,819.0,0,FullHD,8,0,1024,2.56
Lenovo,Notebook,15.6,AMD,AMD Radeon 5,Windows,399.0,0,FullHD,4,256,0,2.2
Lenovo,Notebook,15.6,AMD,AMD Radeon R,Windows,429.0,0,HD,8,0,1024,2.2
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,621.45,0,FullHD,4,0,2048,2.1
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,No OS,450.0,0,HD,4,0,500,1.9
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,795.0,0,FullHD,8,256,0,2.18
Acer,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,999.0,1,FullHD,8,256,0,1.6
Lenovo,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,1855.0,0,FullHD,16,512,0,2.18
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,1191.0,0,FullHD,8,256,0,1.8
HP,Notebook,17.3,AMD,AMD Radeon 5,Windows,655.01,0,FullHD,6,0,2048,2.71
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1249.0,0,FullHD,8,128,1024,2.5
Dell,Notebook,14.0,Intel Core i5,Nvidia GeForce,Linux,1089.0,0,FullHD,8,256,0,1.64
Dell,Notebook,15.6,Intel Core i5,Intel HD,Linux,726.0,0,FullHD,8,0,1024,1.98
Asus,Notebook,14.0,Intel Celeron,Intel HD,Windows,298.0,0,FullHD,4,0,0,1.5
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,1426.66,0,FullHD,16,512,0,1.93
Lenovo,Notebook,14.0,Intel Core i5,Nvidia GeForce,Windows,857.07,0,FullHD,8,256,0,1.87
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,1179.0,0,FullHD,8,256,0,1.9
Lenovo,Notebook,15.6,AMD,AMD Radeon R,Windows,298.0,0,HD,4,0,500,2.19
Other,Notebook,14.0,Other,Intel HD,Windows,265.0,0,FullHD,4,0,32,1.4
HP,Notebook,17.3,Intel Core i7,Nvidia GeForce,Windows,1200.0,0,FullHD,8,256,0,2.63
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1686.64,0,QuadHD,8,512,0,1.17
HP,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,836.6,1,HD,8,256,0,1.58
Lenovo,Ultrabook,14.0,Intel Core i5,Intel HD,Windows,1499.0,0,FullHD,8,256,0,1.32
Dell,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,3659.4,0,UHD,32,1024,1024,4.36
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1348.48,0,FullHD,8,128,1024,2.7
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,No OS,489.9,0,HD,4,0,1024,1.9
Dell,Notebook,15.6,Intel Core i5,AMD Radeon 5,Windows,719.0,0,FullHD,8,128,1024,2.2
Dell,2 in 1 Convertible,13.3,Intel Core i3,Intel HD,Windows,649.0,1,FullHD,4,0,1024,1.71
Dell,Notebook,15.6,Intel Core i5,AMD Radeon R,Linux,589.52,0,HD,8,0,1024,2.32
HP,Notebook,15.6,AMD,AMD Radeon 5,Windows,489.0,0,FullHD,4,0,1024,2.1
Acer,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1935.0,0,FullHD,16,128,1024,4.2
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,649.0,0,HD,12,0,1024,2.25
HP,Notebook,15.6,AMD,AMD Radeon 5,Windows,650.0,0,FullHD,6,128,1024,2.1
Acer,Notebook,15.6,Intel Core i5,Intel HD,Windows,559.0,0,HD,4,0,500,2.4
Lenovo,Notebook,13.3,Intel Core i5,Intel HD,Windows,960.0,0,FullHD,8,256,0,1.44
Lenovo,Notebook,15.6,Intel Core i7,Intel HD,Windows,779.0,0,FullHD,4,0,1024,1.85
HP,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,2419.0,0,FullHD,16,256,0,2.6
Dell,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,659.0,1,FullHD,8,0,1024,1.55
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,2094.48,0,FullHD,16,256,1024,1.8
Acer,Notebook,15.6,Intel Core i3,Intel HD,Windows,410.8,0,HD,4,0,500,2.4
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,1207.0,0,FullHD,8,128,1024,2.0
Dell,Notebook,15.6,Intel Core i3,Intel HD,Windows,665.0,0,HD,8,256,0,2.0
Toshiba,Notebook,14.0,Intel Core i5,Intel HD,Windows,1535.0,1,FullHD,8,256,0,1.25
Lenovo,2 in 1 Convertible,14.0,Intel Core i5,Intel HD,Windows,999.0,1,FullHD,8,256,0,1.7
Lenovo,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,3299.0,0,UHD,16,1024,0,2.5
Acer,Notebook,14.0,Intel Celeron,Intel HD,Other,330.0,0,HD,2,0,0,1.68
Other,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1649.0,0,FullHD,16,256,0,0.81
HP,Notebook,15.6,Intel Core i3,Intel HD,Windows,539.0,0,FullHD,8,256,0,1.86
Dell,Notebook,14.0,Intel Core i5,Intel HD,Windows,1126.71,0,HD,8,256,0,1.6
Lenovo,Netbook,11.6,Intel Celeron,Intel HD,Windows,475.0,1,HD,4,128,0,1.4
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,1900.0,0,FullHD,8,256,0,1.84
Asus,Notebook,15.6,Intel Core i5,Nvidia GeForce GTX,No OS,579.0,0,HD,4,0,1024,2.45
Lenovo,Ultrabook,14.0,Intel Core i5,Intel HD,Windows,1096.0,0,FullHD,4,180,0,1.7
Asus,Notebook,15.6,Intel Core i7,Intel HD,Windows,849.9,0,HD,4,256,0,2.37
Lenovo,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,1199.0,1,QuadHD,8,256,0,1.3
HP,Notebook,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,1099.0,0,FullHD,8,128,1024,2.2
